"Data","Hora UTC","PREC","TEMP MAX","TEMP MIN","RAIN"
"2020/06/01","0700 UTC","3.6","24.1","23.4","TRUE"
"2020/06/01","0800 UTC",".8","24.1","23.8","TRUE"
"2020/06/01","0900 UTC",0,"23.9","23.5","FALSE"
"2020/06/01","1000 UTC",0,"24.5","23.6","FALSE"
"2020/06/01","1100 UTC",0,"26.6","24.4","FALSE"
"2020/06/01","1200 UTC",0,"27.9","26.4","FALSE"
"2020/06/01","1300 UTC",0,29,"27.7","FALSE"
"2020/06/01","1400 UTC",0,"29.9","28.6","FALSE"
"2020/06/01","1500 UTC",0,"31.2","29.1","FALSE"
"2020/06/01","1600 UTC",0,"31.1","30.5","FALSE"
"2020/06/01","1700 UTC",0,"31.4","30.6","FALSE"
"2020/06/01","1800 UTC",0,"30.6","29.8","FALSE"
"2020/06/01","1900 UTC",0,"30.3","29.6","FALSE"
"2020/06/01","2000 UTC",0,"29.8","28.8","FALSE"
"2020/06/01","2100 UTC",0,"28.8","27.3","FALSE"
"2020/06/01","2200 UTC",0,"27.3","26.6","FALSE"
"2020/06/01","2300 UTC",0,"26.7","26.1","FALSE"
"2020/06/02","0000 UTC",0,"26.3","25.5","FALSE"
"2020/06/02","0100 UTC",0,"25.6","24.9","FALSE"
"2020/06/02","0200 UTC",0,25,"24.7","FALSE"
"2020/06/02","0300 UTC",0,"24.8","24.4","FALSE"
"2020/06/02","0400 UTC",0,"24.6","24.3","FALSE"
"2020/06/02","0500 UTC",0,"24.5","24.1","FALSE"
"2020/06/02","0600 UTC",".2","24.2","23.8","TRUE"
"2020/06/02","0700 UTC",0,24,"23.7","FALSE"
"2020/06/02","0800 UTC",0,"24.1","23.8","FALSE"
"2020/06/02","0900 UTC",0,"24.1","23.7","FALSE"
"2020/06/02","1000 UTC",0,"25.2","23.8","FALSE"
"2020/06/02","1100 UTC",0,"26.4","25.2","FALSE"
"2020/06/02","1200 UTC",0,"28.7","26.2","FALSE"
"2020/06/02","1300 UTC",0,"29.7","28.1","FALSE"
"2020/06/02","1400 UTC",0,"30.1","27.7","FALSE"
"2020/06/02","1500 UTC",0,"30.6","28.8","FALSE"
"2020/06/02","1600 UTC",0,"31.4","29.4","FALSE"
"2020/06/02","1700 UTC",0,"31.5","30.5","FALSE"
"2020/06/02","1800 UTC",0,"30.8","30.2","FALSE"
"2020/06/02","1900 UTC",0,"30.6","29.4","FALSE"
"2020/06/02","2000 UTC",0,"29.6","28.6","FALSE"
"2020/06/02","2100 UTC",0,"28.6","27.3","FALSE"
"2020/06/02","2200 UTC",0,"27.3","26.6","FALSE"
"2020/06/02","2300 UTC",0,"26.6","25.3","FALSE"
"2020/06/03","0000 UTC",0,"25.4","24.7","FALSE"
"2020/06/03","0100 UTC",0,"24.8","24.3","FALSE"
"2020/06/03","0200 UTC",0,"24.5","24.2","FALSE"
"2020/06/03","0300 UTC",0,"24.4","24.1","FALSE"
"2020/06/03","0400 UTC",0,"24.3","23.9","FALSE"
"2020/06/03","0500 UTC",0,"24.3",24,"FALSE"
"2020/06/03","0600 UTC",0,"24.5","24.1","FALSE"
"2020/06/03","0700 UTC",0,"24.5",24,"FALSE"
"2020/06/03","0800 UTC",0,"24.4","24.2","FALSE"
"2020/06/03","0900 UTC",".2","24.5","24.2","TRUE"
"2020/06/03","1000 UTC",0,"25.8","24.5","FALSE"
"2020/06/03","1100 UTC",0,"27.6","25.8","FALSE"
"2020/06/03","1200 UTC",0,"29.1","27.5","FALSE"
"2020/06/03","1300 UTC",0,"30.5","28.8","FALSE"
"2020/06/03","1400 UTC",0,31,"29.3","FALSE"
"2020/06/03","1500 UTC",0,"31.4","30.3","FALSE"
"2020/06/03","1600 UTC",0,"31.3",30,"FALSE"
"2020/06/03","1700 UTC",0,"31.5","30.1","FALSE"
"2020/06/03","1800 UTC",0,"30.7","28.8","FALSE"
"2020/06/03","1900 UTC",0,"29.2","28.4","FALSE"
"2020/06/03","2000 UTC",0,29,"28.1","FALSE"
"2020/06/03","2100 UTC",0,"28.2","27.3","FALSE"
"2020/06/03","2200 UTC",0,"27.5","26.8","FALSE"
"2020/06/03","2300 UTC",0,"27.2","26.8","FALSE"
"2020/06/04","0000 UTC",0,"27.4","27.1","FALSE"
"2020/06/04","0100 UTC",0,"27.2","26.9","FALSE"
"2020/06/04","0200 UTC",0,"27.2","26.8","FALSE"
"2020/06/04","0300 UTC",0,"27.2","26.9","FALSE"
"2020/06/04","0400 UTC",0,"27.1","26.5","FALSE"
"2020/06/04","0500 UTC",0,"26.9","26.6","FALSE"
"2020/06/04","0600 UTC",0,"26.8","25.2","FALSE"
"2020/06/04","0700 UTC",0,"25.2","24.4","FALSE"
"2020/06/04","0800 UTC",0,"24.4","24.1","FALSE"
"2020/06/04","0900 UTC",0,"24.4",24,"FALSE"
"2020/06/04","1000 UTC",".8","25.5","24.4","TRUE"
"2020/06/04","1100 UTC",".2",27,"25.5","TRUE"
"2020/06/04","1200 UTC",0,"28.4",27,"FALSE"
"2020/06/04","1300 UTC",0,"29.8","27.9","FALSE"
"2020/06/04","1400 UTC","1.2","29.5",27,"TRUE"
"2020/06/04","1500 UTC",0,"30.7","27.5","FALSE"
"2020/06/04","1600 UTC",0,"31.5","29.7","FALSE"
"2020/06/04","1700 UTC",0,"31.6","28.7","FALSE"
"2020/06/04","1800 UTC",0,"30.3","28.6","FALSE"
"2020/06/04","1900 UTC",0,"29.7","28.8","FALSE"
"2020/06/04","2000 UTC",0,"29.5","28.4","FALSE"
"2020/06/04","2100 UTC",0,"28.4","27.2","FALSE"
"2020/06/04","2200 UTC",0,"27.3","27.1","FALSE"
"2020/06/04","2300 UTC",0,"27.2","26.7","FALSE"
"2020/06/05","0000 UTC",0,27,"26.6","FALSE"
"2020/06/05","0100 UTC",0,"27.3","26.6","FALSE"
"2020/06/05","0200 UTC",0,"27.5","27.2","FALSE"
"2020/06/05","0300 UTC",0,"27.5","27.2","FALSE"
"2020/06/05","0400 UTC",0,"27.4","27.1","FALSE"
"2020/06/05","0500 UTC",0,"27.3","24.6","FALSE"
"2020/06/05","0600 UTC",0,"24.6","24.3","FALSE"
"2020/06/05","0700 UTC",4,"24.9","24.4","TRUE"
"2020/06/05","0800 UTC",".4","24.4","24.2","TRUE"
"2020/06/05","0900 UTC",0,"24.2","23.7","FALSE"
"2020/06/05","1000 UTC",0,"24.1","23.7","FALSE"
"2020/06/05","1100 UTC",0,"25.7","23.8","FALSE"
"2020/06/05","1200 UTC",0,"28.7","25.7","FALSE"
"2020/06/05","1300 UTC",0,"29.3","28.3","FALSE"
"2020/06/05","1400 UTC",0,"30.3","29.3","FALSE"
"2020/06/05","1500 UTC",0,"30.8","29.6","FALSE"
"2020/06/05","1600 UTC",0,32,"29.9","FALSE"
"2020/06/05","1700 UTC",0,"31.8","30.3","FALSE"
"2020/06/05","1800 UTC",0,"31.5","29.4","FALSE"
"2020/06/05","1900 UTC",0,"30.4","29.3","FALSE"
"2020/06/05","2000 UTC",0,"29.9","28.6","FALSE"
"2020/06/05","2100 UTC",0,"28.6","27.6","FALSE"
"2020/06/05","2200 UTC",0,"27.7","26.9","FALSE"
"2020/06/05","2300 UTC",0,"27.4","26.7","FALSE"
"2020/06/06","0000 UTC",0,"27.9","27.3","FALSE"
"2020/06/06","0100 UTC",0,"27.8","25.5","FALSE"
"2020/06/06","0200 UTC",0,"25.5","24.6","FALSE"
"2020/06/06","0300 UTC",0,"24.7","24.3","FALSE"
"2020/06/06","0400 UTC",0,"24.3","23.8","FALSE"
"2020/06/06","0500 UTC",0,"24.2","23.9","FALSE"
"2020/06/06","0600 UTC",0,"24.1","23.9","FALSE"
"2020/06/06","0700 UTC",".2","24.2","23.9","TRUE"
"2020/06/06","0800 UTC",0,"24.6","24.2","FALSE"
"2020/06/06","0900 UTC",0,"24.6","24.3","FALSE"
"2020/06/06","1000 UTC",0,"25.9","24.3","FALSE"
"2020/06/06","1100 UTC",0,"27.1","25.7","FALSE"
"2020/06/06","1200 UTC",0,"28.5","26.9","FALSE"
"2020/06/06","1300 UTC",0,30,"28.3","FALSE"
"2020/06/06","1400 UTC",0,"30.7","28.8","FALSE"
"2020/06/06","1500 UTC",0,"30.9","29.5","FALSE"
"2020/06/06","1600 UTC",0,"30.9","29.3","FALSE"
"2020/06/06","1700 UTC",0,"30.3","29.1","FALSE"
"2020/06/06","1800 UTC",0,"30.7",29,"FALSE"
"2020/06/06","1900 UTC",0,"30.2",29,"FALSE"
"2020/06/06","2000 UTC",0,"29.8","29.1","FALSE"
"2020/06/06","2100 UTC",0,"29.1","27.6","FALSE"
"2020/06/06","2200 UTC",0,"27.7","26.8","FALSE"
"2020/06/06","2300 UTC",0,"26.8","26.1","FALSE"
"2020/06/07","0000 UTC",0,"26.1","25.4","FALSE"
"2020/06/07","0100 UTC",0,26,"25.4","FALSE"
"2020/06/07","0200 UTC",0,26,"25.7","FALSE"
"2020/06/07","0300 UTC",0,26,"25.2","FALSE"
"2020/06/07","0400 UTC",0,26,"25.2","FALSE"
"2020/06/07","0500 UTC",0,"26.3","25.7","FALSE"
"2020/06/07","0600 UTC",0,"25.9","25.6","FALSE"
"2020/06/07","0700 UTC",".4","25.6","24.5","TRUE"
"2020/06/07","0800 UTC",".2","24.7","24.5","TRUE"
"2020/06/07","0900 UTC","1.4","24.7","24.3","TRUE"
"2020/06/07","1000 UTC","1.4","24.7","24.3","TRUE"
"2020/06/07","1100 UTC","2.8","24.7","24.4","TRUE"
"2020/06/07","1200 UTC","4.6","24.7","23.9","TRUE"
"2020/06/07","1300 UTC","1.6","24.4",24,"TRUE"
"2020/06/07","1400 UTC","3.4","24.4","24.1","TRUE"
"2020/06/07","1500 UTC",".4","25.1","24.2","TRUE"
"2020/06/07","1600 UTC",0,"26.6","24.8","FALSE"
"2020/06/07","1700 UTC",0,"26.6","26.1","FALSE"
"2020/06/07","1800 UTC",0,"27.5","26.6","FALSE"
"2020/06/07","1900 UTC",0,"27.5","27.2","FALSE"
"2020/06/07","2000 UTC",0,"27.4","26.8","FALSE"
"2020/06/07","2100 UTC",0,"26.8","25.7","FALSE"
"2020/06/07","2200 UTC",0,"25.7","24.7","FALSE"
"2020/06/07","2300 UTC",0,"24.8","24.2","FALSE"
"2020/06/08","0000 UTC",0,"24.5","24.3","FALSE"
"2020/06/08","0100 UTC",0,"24.5",24,"FALSE"
"2020/06/08","0200 UTC",0,"24.3",24,"FALSE"
"2020/06/08","0300 UTC",0,"24.2","23.8","FALSE"
"2020/06/08","0400 UTC",0,"23.9","23.7","FALSE"
"2020/06/08","0500 UTC",0,"23.7","23.5","FALSE"
"2020/06/08","0600 UTC",0,"23.6","23.3","FALSE"
"2020/06/08","0700 UTC",0,"23.6","23.3","FALSE"
"2020/06/08","0800 UTC",0,"23.6","23.3","FALSE"
"2020/06/08","0900 UTC",0,"23.4",23,"FALSE"
"2020/06/08","1000 UTC",0,"24.7","23.3","FALSE"
"2020/06/08","1100 UTC",0,27,"24.7","FALSE"
"2020/06/08","1200 UTC",0,"28.5","26.7","FALSE"
"2020/06/08","1300 UTC",0,30,"28.4","FALSE"
"2020/06/08","1400 UTC",0,31,"28.9","FALSE"
"2020/06/08","1500 UTC",0,"31.4","29.8","FALSE"
"2020/06/08","1600 UTC",0,"31.5",30,"FALSE"
"2020/06/08","1700 UTC",0,"31.8","29.8","FALSE"
"2020/06/08","1800 UTC",0,"30.6","29.9","FALSE"
"2020/06/08","1900 UTC",0,"30.3","29.4","FALSE"
"2020/06/08","2000 UTC",0,"29.5","28.3","FALSE"
"2020/06/08","2100 UTC",0,"28.3",27,"FALSE"
"2020/06/08","2200 UTC",0,"27.1","26.5","FALSE"
"2020/06/08","2300 UTC",0,"26.6","26.1","FALSE"
"2020/06/09","0000 UTC",0,"26.2","24.9","FALSE"
"2020/06/09","0100 UTC",0,"25.1","24.5","FALSE"
"2020/06/09","0200 UTC",0,"24.6","24.2","FALSE"
"2020/06/09","0300 UTC",0,"24.3","23.7","FALSE"
"2020/06/09","0400 UTC",0,"23.8","23.7","FALSE"
"2020/06/09","0500 UTC",0,"23.9","23.7","FALSE"
"2020/06/09","0600 UTC",0,"24.1","23.6","FALSE"
"2020/06/09","0700 UTC",0,"24.1","23.3","FALSE"
"2020/06/09","0800 UTC",0,"23.5","23.2","FALSE"
"2020/06/09","0900 UTC",0,"23.8","23.3","FALSE"
"2020/06/09","1000 UTC",0,"25.5","23.6","FALSE"
"2020/06/09","1100 UTC",0,"27.3","25.5","FALSE"
"2020/06/09","1200 UTC",0,29,"27.3","FALSE"
"2020/06/09","1300 UTC",0,"29.5","28.2","FALSE"
"2020/06/09","1400 UTC",0,"29.3","28.5","FALSE"
"2020/06/09","1500 UTC",0,"31.2","28.7","FALSE"
"2020/06/09","1600 UTC",0,31,"28.8","FALSE"
"2020/06/09","1700 UTC",0,"29.9",28,"FALSE"
"2020/06/09","1800 UTC",0,"30.2","29.6","FALSE"
"2020/06/09","1900 UTC",5,"30.2",26,"TRUE"
"2020/06/09","2000 UTC",0,"26.7","26.2","FALSE"
"2020/06/09","2100 UTC",0,"26.5","24.8","FALSE"
"2020/06/09","2200 UTC",0,"24.9","24.5","FALSE"
"2020/06/09","2300 UTC",0,"24.9","24.6","FALSE"
"2020/06/10","0000 UTC",0,"24.9","24.3","FALSE"
"2020/06/10","0100 UTC",0,25,"24.8","FALSE"
"2020/06/10","0200 UTC",0,"24.8","24.1","FALSE"
"2020/06/10","0300 UTC",0,"24.7","24.1","FALSE"
"2020/06/10","0400 UTC",0,"24.5","24.3","FALSE"
"2020/06/10","0500 UTC","2.6","24.9",24,"TRUE"
"2020/06/10","0600 UTC",".2",24,"23.9","TRUE"
"2020/06/10","0700 UTC",0,24,"23.8","FALSE"
"2020/06/10","0800 UTC",0,"23.8","23.6","FALSE"
"2020/06/10","0900 UTC",".2","23.6","23.4","TRUE"
"2020/06/10","1000 UTC",0,"24.3","23.5","FALSE"
"2020/06/10","1100 UTC",0,"26.5","24.3","FALSE"
"2020/06/10","1200 UTC",0,"27.3","26.2","FALSE"
"2020/06/10","1300 UTC",0,"28.4","27.2","FALSE"
"2020/06/10","1400 UTC",0,30,"27.6","FALSE"
"2020/06/10","1500 UTC",0,"30.1","28.6","FALSE"
"2020/06/10","1600 UTC",0,"29.9","26.9","FALSE"
"2020/06/10","1700 UTC",0,"28.4","26.6","FALSE"
"2020/06/10","1800 UTC",0,"29.2","28.4","FALSE"
"2020/06/10","1900 UTC",0,"29.4","28.8","FALSE"
"2020/06/10","2000 UTC",0,"29.3","28.2","FALSE"
"2020/06/10","2100 UTC",0,"28.2","26.9","FALSE"
"2020/06/10","2200 UTC",0,"26.9","26.3","FALSE"
"2020/06/10","2300 UTC",0,"26.4","25.7","FALSE"
"2020/06/11","0000 UTC",0,"25.9","25.1","FALSE"
"2020/06/11","0100 UTC",0,"25.3","24.9","FALSE"
"2020/06/11","0200 UTC",0,"24.9","24.4","FALSE"
"2020/06/11","0300 UTC",".4","24.7","24.4","TRUE"
"2020/06/11","0400 UTC","8.2","24.8","23.4","TRUE"
"2020/06/11","0500 UTC",0,"23.6","23.3","FALSE"
"2020/06/11","0600 UTC",0,"23.6","23.5","FALSE"
"2020/06/11","0700 UTC",".6","23.7","23.4","TRUE"
"2020/06/11","0800 UTC",".2","23.7","23.6","TRUE"
"2020/06/11","0900 UTC",0,"23.7","23.6","FALSE"
"2020/06/11","1000 UTC",0,24,"23.6","FALSE"
"2020/06/11","1100 UTC",0,"24.3","23.9","FALSE"
"2020/06/11","1200 UTC",0,"25.1","24.3","FALSE"
"2020/06/11","1300 UTC",0,"25.1","24.9","FALSE"
"2020/06/11","1400 UTC",0,"25.2","24.9","FALSE"
"2020/06/11","1500 UTC","1.8","25.2","24.4","TRUE"
"2020/06/11","1600 UTC","1.6","24.4","24.1","TRUE"
"2020/06/11","1700 UTC",".8","24.5","24.2","TRUE"
"2020/06/11","1800 UTC",".2","25.1","24.5","TRUE"
"2020/06/11","1900 UTC",0,"25.4","25.1","FALSE"
"2020/06/11","2000 UTC",0,"25.8","25.3","FALSE"
"2020/06/11","2100 UTC",0,"25.8","25.3","FALSE"
"2020/06/11","2200 UTC",0,"25.3","24.9","FALSE"
"2020/06/11","2300 UTC",0,25,"24.6","FALSE"
"2020/06/12","0000 UTC",0,"24.6",24,"FALSE"
"2020/06/12","0100 UTC",0,24,"23.7","FALSE"
"2020/06/12","0200 UTC",0,24,"23.8","FALSE"
"2020/06/12","0300 UTC",0,24,"23.5","FALSE"
"2020/06/12","0400 UTC",0,"23.6","23.2","FALSE"
"2020/06/12","0500 UTC",0,"23.5","23.2","FALSE"
"2020/06/12","0600 UTC",0,"23.9","23.5","FALSE"
"2020/06/12","0700 UTC",0,"23.9","23.6","FALSE"
"2020/06/12","0800 UTC",0,"23.7","23.2","FALSE"
"2020/06/12","0900 UTC",0,"23.3","22.8","FALSE"
"2020/06/12","1000 UTC",0,"23.3","22.9","FALSE"
"2020/06/12","1100 UTC",0,"23.5","23.2","FALSE"
"2020/06/12","1200 UTC",0,"24.5","23.5","FALSE"
"2020/06/12","1300 UTC",0,"26.4","24.5","FALSE"
"2020/06/12","1400 UTC",0,"29.2","26.4","FALSE"
"2020/06/12","1500 UTC",0,30,"28.7","FALSE"
"2020/06/12","1600 UTC",0,"29.7","28.7","FALSE"
"2020/06/12","1700 UTC",0,"29.2","28.1","FALSE"
"2020/06/12","1800 UTC",0,"28.5",28,"FALSE"
"2020/06/12","1900 UTC",".4","28.2","25.8","TRUE"
"2020/06/12","2000 UTC",".6","25.8",25,"TRUE"
"2020/06/12","2100 UTC",".8","25.7","24.2","TRUE"
"2020/06/12","2200 UTC",0,"24.4","24.1","FALSE"
"2020/06/12","2300 UTC",0,"24.3","24.1","FALSE"
"2020/06/13","0000 UTC",0,"24.1","23.8","FALSE"
"2020/06/13","0100 UTC",0,"24.2","23.9","FALSE"
"2020/06/13","0200 UTC",0,"24.3",24,"FALSE"
"2020/06/13","0300 UTC",0,"24.2",24,"FALSE"
"2020/06/13","0400 UTC",".6","24.4","24.1","TRUE"
"2020/06/13","0500 UTC",".4","24.4",24,"TRUE"
"2020/06/13","0600 UTC",0,"24.4",24,"FALSE"
"2020/06/13","0700 UTC",0,"24.5","24.2","FALSE"
"2020/06/13","0800 UTC",0,"24.2","23.7","FALSE"
"2020/06/13","0900 UTC",0,"23.8","23.5","FALSE"
"2020/06/13","1000 UTC",0,"25.6","23.5","FALSE"
"2020/06/13","1100 UTC",0,"26.5","25.4","FALSE"
"2020/06/13","1200 UTC",0,"27.6","26.1","FALSE"
"2020/06/13","1300 UTC",0,"28.8","27.2","FALSE"
"2020/06/13","1400 UTC",0,"29.5","28.3","FALSE"
"2020/06/13","1500 UTC",0,"30.3","28.6","FALSE"
"2020/06/13","1600 UTC",0,"30.9","29.1","FALSE"
"2020/06/13","1700 UTC",0,"31.3","28.8","FALSE"
"2020/06/13","1800 UTC",0,"30.8","28.9","FALSE"
"2020/06/13","1900 UTC",0,"29.7","28.9","FALSE"
"2020/06/13","2000 UTC",0,29,"28.1","FALSE"
"2020/06/13","2100 UTC",0,"28.1","27.6","FALSE"
"2020/06/13","2200 UTC",0,"27.7","27.3","FALSE"
"2020/06/13","2300 UTC",0,"27.3","26.7","FALSE"
"2020/06/14","0000 UTC",0,"26.8","26.6","FALSE"
"2020/06/14","0100 UTC",0,"26.7","26.4","FALSE"
"2020/06/14","0200 UTC",0,"26.5","25.7","FALSE"
"2020/06/14","0300 UTC",".8","25.8","25.3","TRUE"
"2020/06/14","0400 UTC",0,"25.3","24.4","FALSE"
"2020/06/14","0500 UTC","1.6","24.6","24.3","TRUE"
"2020/06/14","0600 UTC",8,"24.4","23.6","TRUE"
"2020/06/14","0700 UTC",0,"24.3","23.7","FALSE"
"2020/06/14","0800 UTC",0,"23.7","23.3","FALSE"
"2020/06/14","0900 UTC",".2","23.4","23.2","TRUE"
"2020/06/14","1000 UTC",0,"25.1","23.4","FALSE"
"2020/06/14","1100 UTC",0,"27.6","24.9","FALSE"
"2020/06/14","1200 UTC",0,"27.8","26.9","FALSE"
"2020/06/14","1300 UTC",0,"29.3","27.6","FALSE"
"2020/06/14","1400 UTC",0,"30.2","28.4","FALSE"
"2020/06/14","1500 UTC",0,"30.8","28.4","FALSE"
"2020/06/14","1600 UTC",0,31,"29.2","FALSE"
"2020/06/14","1700 UTC",0,"30.6","29.2","FALSE"
"2020/06/14","1800 UTC",0,"30.5","29.7","FALSE"
"2020/06/14","1900 UTC",0,"30.4","28.9","FALSE"
"2020/06/14","2000 UTC",0,"29.1","27.9","FALSE"
"2020/06/14","2100 UTC",0,"27.9","27.1","FALSE"
"2020/06/14","2200 UTC",0,"27.1","26.3","FALSE"
"2020/06/14","2300 UTC",0,"26.5","26.2","FALSE"
"2020/06/15","0000 UTC",0,"26.7","26.5","FALSE"
"2020/06/15","0100 UTC",0,"26.6","25.8","FALSE"
"2020/06/15","0200 UTC",0,"25.8","25.3","FALSE"
"2020/06/15","0300 UTC",0,"25.3","24.7","FALSE"
"2020/06/15","0400 UTC",0,"24.8","24.4","FALSE"
"2020/06/15","0500 UTC",0,"24.8","24.3","FALSE"
"2020/06/15","0600 UTC",0,"24.4",24,"FALSE"
"2020/06/15","0700 UTC",0,24,"23.7","FALSE"
"2020/06/15","0800 UTC",0,"23.7","23.4","FALSE"
"2020/06/15","0900 UTC",0,"23.7","23.5","FALSE"
"2020/06/15","1000 UTC",0,"24.7","23.6","FALSE"
"2020/06/15","1100 UTC",0,"26.3","24.7","FALSE"
"2020/06/15","1200 UTC",0,"27.9","26.1","FALSE"
"2020/06/15","1300 UTC",0,"29.1","27.9","FALSE"
"2020/06/15","1400 UTC",0,"30.3",29,"FALSE"
"2020/06/15","1500 UTC",0,"31.2","29.4","FALSE"
"2020/06/15","1600 UTC",0,"31.2","29.8","FALSE"
"2020/06/15","1700 UTC",0,"31.4","29.7","FALSE"
"2020/06/15","1800 UTC",0,"31.5","30.1","FALSE"
"2020/06/15","1900 UTC",0,"31.7","29.6","FALSE"
"2020/06/15","2000 UTC",0,"30.7","27.9","FALSE"
"2020/06/15","2100 UTC",0,"27.9",27,"FALSE"
"2020/06/15","2200 UTC",0,"27.4","26.9","FALSE"
"2020/06/15","2300 UTC",0,"27.1","26.8","FALSE"
"2020/06/16","0000 UTC",0,27,"26.5","FALSE"
"2020/06/16","0100 UTC",0,"26.6","25.1","FALSE"
"2020/06/16","0200 UTC",0,"25.4","24.9","FALSE"
"2020/06/16","0300 UTC",0,"25.7","25.4","FALSE"
"2020/06/16","0400 UTC",0,"25.4","24.6","FALSE"
"2020/06/16","0500 UTC",0,"24.7","24.1","FALSE"
"2020/06/16","0600 UTC",0,"24.9","24.1","FALSE"
"2020/06/16","0700 UTC",0,"25.1","24.6","FALSE"
"2020/06/16","0800 UTC",0,"25.3","25.1","FALSE"
"2020/06/16","0900 UTC",0,"25.2","24.6","FALSE"
"2020/06/16","1000 UTC",0,"25.6","24.5","FALSE"
"2020/06/16","1100 UTC",0,"27.1","25.5","FALSE"
"2020/06/16","1200 UTC",0,"28.4","26.7","FALSE"
"2020/06/16","1300 UTC",0,"29.6",28,"FALSE"
"2020/06/16","1400 UTC",0,"31.4","29.4","FALSE"
"2020/06/16","1500 UTC",0,"31.1","29.4","FALSE"
"2020/06/16","1600 UTC",0,"31.4","29.8","FALSE"
"2020/06/16","1700 UTC",0,"31.4",29,"FALSE"
"2020/06/16","1800 UTC",0,"30.5","29.2","FALSE"
"2020/06/16","1900 UTC",0,"29.7","28.7","FALSE"
"2020/06/16","2000 UTC",0,"29.3","28.1","FALSE"
"2020/06/16","2100 UTC",0,"28.2","27.1","FALSE"
"2020/06/16","2200 UTC",0,"27.3","26.9","FALSE"
"2020/06/16","2300 UTC",0,"27.3","27.1","FALSE"
"2020/06/17","0000 UTC",0,"27.3","26.6","FALSE"
"2020/06/17","0100 UTC",0,"26.9","26.5","FALSE"
"2020/06/17","0200 UTC",0,"26.9",26,"FALSE"
"2020/06/17","0300 UTC",0,26,"24.7","FALSE"
"2020/06/17","0400 UTC",0,"24.8","24.1","FALSE"
"2020/06/17","0500 UTC",0,25,"24.8","FALSE"
"2020/06/17","0600 UTC",0,"24.9","24.6","FALSE"
"2020/06/17","0700 UTC",0,"25.1","24.6","FALSE"
"2020/06/17","0800 UTC",0,25,"24.1","FALSE"
"2020/06/17","0900 UTC",0,"24.1","23.7","FALSE"
"2020/06/17","1000 UTC",0,"24.9","23.8","FALSE"
"2020/06/17","1100 UTC",0,"26.8",25,"FALSE"
"2020/06/17","1200 UTC",0,"28.3","26.7","FALSE"
"2020/06/17","1300 UTC",0,29,"27.5","FALSE"
"2020/06/17","1400 UTC",0,"29.8","28.6","FALSE"
"2020/06/17","1500 UTC",0,"30.2","28.9","FALSE"
"2020/06/17","1600 UTC",0,"30.5","28.8","FALSE"
"2020/06/17","1700 UTC",0,"30.8","28.6","FALSE"
"2020/06/17","1800 UTC",".2","29.4","25.2","TRUE"
"2020/06/17","1900 UTC",".2","26.3","25.1","TRUE"
"2020/06/17","2000 UTC",0,"26.9","26.2","FALSE"
"2020/06/17","2100 UTC",0,"26.5","25.4","FALSE"
"2020/06/17","2200 UTC","12.6","25.4","24.2","TRUE"
"2020/06/17","2300 UTC","4.2","24.4","24.3","TRUE"
"2020/06/18","0000 UTC","3.8","24.4","23.7","TRUE"
"2020/06/18","0100 UTC",0,"24.1","23.8","FALSE"
"2020/06/18","0200 UTC",0,"24.3","24.1","FALSE"
"2020/06/18","0300 UTC",".6","24.5","24.3","TRUE"
"2020/06/18","0400 UTC",".8","24.5","24.3","TRUE"
"2020/06/18","0500 UTC",0,"24.4","24.2","FALSE"
"2020/06/18","0600 UTC",0,"24.2","23.8","FALSE"
"2020/06/18","0700 UTC",0,"23.8","23.5","FALSE"
"2020/06/18","0800 UTC",0,"23.5","23.2","FALSE"
"2020/06/18","0900 UTC",0,"23.4","23.1","FALSE"
"2020/06/18","1000 UTC",0,"23.7",23,"FALSE"
"2020/06/18","1100 UTC",0,"25.1","23.7","FALSE"
"2020/06/18","1200 UTC",0,"26.6","24.9","FALSE"
"2020/06/18","1300 UTC",0,"27.8","26.4","FALSE"
"2020/06/18","1400 UTC",0,"29.1","27.8","FALSE"
"2020/06/18","1500 UTC",0,"30.3",29,"FALSE"
"2020/06/18","1600 UTC",0,"30.5","29.3","FALSE"
"2020/06/18","1700 UTC",0,"30.3","29.1","FALSE"
"2020/06/18","1800 UTC",0,30,29,"FALSE"
"2020/06/18","1900 UTC",0,"29.3","28.2","FALSE"
"2020/06/18","2000 UTC",0,"28.7","27.9","FALSE"
"2020/06/18","2100 UTC",0,28,27,"FALSE"
"2020/06/18","2200 UTC",0,"27.1","26.9","FALSE"
"2020/06/18","2300 UTC",0,27,"26.5","FALSE"
"2020/06/19","0000 UTC",0,"26.5","25.6","FALSE"
"2020/06/19","0100 UTC",0,"25.9","25.5","FALSE"
"2020/06/19","0200 UTC",".2","25.6","25.2","TRUE"
"2020/06/19","0300 UTC",0,"25.3","24.7","FALSE"
"2020/06/19","0400 UTC",0,"25.8","24.8","FALSE"
"2020/06/19","0500 UTC",0,"25.8","25.6","FALSE"
"2020/06/19","0600 UTC",0,"25.9","25.4","FALSE"
"2020/06/19","0700 UTC",0,"25.5","24.7","FALSE"
"2020/06/19","0800 UTC",0,"24.7","24.2","FALSE"
"2020/06/19","0900 UTC",0,"24.3","24.1","FALSE"
"2020/06/19","1000 UTC",0,25,"24.3","FALSE"
"2020/06/19","1100 UTC",0,"27.3","24.9","FALSE"
"2020/06/19","1200 UTC",0,"28.4","26.8","FALSE"
"2020/06/19","1300 UTC",0,"29.4","27.9","FALSE"
